Index,Feature Used,Num of Audio Features,Num of Features,Best F1 mean,Best F1 score,Best Machine Learning Model
1196,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs",5,17,0.514637904468,0.181818181818(0.847457627119),AB(All)
1197,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",6,18,0.553734061931,0.222222222222(0.885245901639),AB(All)
1198,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1199,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1200,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux",4,4,0,0.0(0.888888888889),GP-DP(All)
1201,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Deviation",5,5,0,0.0(0.888888888889),GP-DP(All)
1202,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector",5,16,0.514637904468,0.181818181818(0.847457627119),AB(All)
1203,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",6,17,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1204,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs",5,17,0.642857142857,0.428571428571(0.857142857143),AB(All)
1205,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",6,18,0.497126436782,0.166666666667(0.827586206897),AB(All)
1206,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1207,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,30,0.681238615665,0.444444444444(0.918032786885),AB(All)
1208,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff",5,5,0.514637904468,0.181818181818(0.847457627119),AB(All)
1209,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,6,0.514637904468,0.181818181818(0.847457627119),AB(All)
1210,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",6,17,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1211,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,18,0.62249614792,0.363636363636(0.881355932203),AB(All)
1212,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",6,18,0.597701149425,0.333333333333(0.862068965517),AB(All)
1213,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,19,0.553734061931,0.222222222222(0.885245901639),KNN(All)
1214,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1215,"Zero-crossing Rate,Spectral Centroid,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,31,0.65,0.4(0.9),AB(All)
1216,"Zero-crossing Rate,Spectral Centroid,Spectral Spread",3,3,0,0.0(0.888888888889),GP-DP(All)
1217,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Chroma Deviation",4,4,0.618181818182,0.4(0.836363636364),AB(All)
1218,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Chroma Vector",4,15,0.62249614792,0.363636363636(0.881355932203),GP-DP(All)
1219,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Chroma Vector,Chroma Deviation",5,16,0.65,0.4(0.9),GP-DP(All)
1220,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,MFCCs",4,16,0.514637904468,0.181818181818(0.847457627119),AB(All)
1221,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,MFCCs,Chroma Deviation",5,17,0.62249614792,0.363636363636(0.881355932203),AB(All)
1222,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector",5,28,0.65,0.4(0.9),GP-DP(All)
1223,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.65,0.4(0.9),GP-DP(All)
1224,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Rolloff",4,4,0,0.0(0.888888888889),GP-DP(All)
1225,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Deviation",5,5,0.574898785425,0.307692307692(0.842105263158),AB(All)
1226,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1227,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,17,0.65,0.4(0.9),GP-DP(All)
1228,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs",5,17,0.497126436782,0.166666666667(0.827586206897),AB(All)
1229,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Deviation",6,18,0.65,0.4(0.9),AB(All)
1230,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1231,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,30,0.65,0.4(0.9),GP-DP(All)
1232,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux",4,4,0,0.0(0.888888888889),GP-DP(All)
1233,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Deviation",5,5,0.464285714286,0.142857142857(0.785714285714),AB(All)
1234,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1235,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Chroma Vector,Chroma Deviation",6,17,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1236,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs",5,17,0.669365721997,0.461538461538(0.877192982456),AB(All)
1237,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Deviation",6,18,0.597701149425,0.333333333333(0.862068965517),AB(All)
1238,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1239,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,30,0.62249614792,0.363636363636(0.881355932203),AB(All)
1240,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff",5,5,0.514637904468,0.181818181818(0.847457627119),AB(All)
1241,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Deviation",6,6,0.497126436782,0.166666666667(0.827586206897),AB(All)
1242,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector",6,17,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1243,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,18,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1244,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs",6,18,0.597701149425,0.333333333333(0.862068965517),AB(All)
1245,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",7,19,0.62249614792,0.363636363636(0.881355932203),AB(All)
1246,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",7,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1247,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,31,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1248,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy",4,4,0.480431848853,0.153846153846(0.80701754386),AB(All)
1249,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Deviation",5,5,0.497126436782,0.166666666667(0.827586206897),AB(All)
1250,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1251,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Chroma Vector,Chroma Deviation",6,17,0.576612903226,0.25(0.903225806452),KNN(All)
1252,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs",5,17,0.533333333333,0.2(0.866666666667),AB(All)
1253,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Deviation",6,18,0.62249614792,0.363636363636(0.881355932203),AB(All)
1254,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1255,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",7,30,0.62249614792,0.363636363636(0.881355932203),AB(All)
1256,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff",5,5,0.497126436782,0.166666666667(0.827586206897),AB(All)
1257,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Deviation",6,6,0.514637904468,0.181818181818(0.847457627119),AB(All)
1258,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector",6,17,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1259,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",7,18,0.576612903226,0.25(0.903225806452),Linear SVM(All)
1260,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs",6,18,0.597701149425,0.333333333333(0.862068965517),AB(All)
1261,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",7,19,0.574898785425,0.307692307692(0.842105263158),AB(All)
1262,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",7,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1263,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",8,31,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1264,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux",5,5,0.497126436782,0.166666666667(0.827586206897),AB(All)
1265,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Deviation",6,6,0,0.0(0.888888888889),GP-DP(All)
1266,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector",6,17,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1267,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",7,18,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1268,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs",6,18,0.669365721997,0.461538461538(0.877192982456),AB(All)
1269,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",7,19,0.574898785425,0.307692307692(0.842105263158),AB(All)
1270,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",7,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1271,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",8,31,0.62249614792,0.363636363636(0.881355932203),AB(All)
1272,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff",6,6,0.553571428571,0.285714285714(0.821428571429),AB(All)
1273,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Deviation",7,7,0.553571428571,0.285714285714(0.821428571429),AB(All)
1274,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector",7,18,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1275,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",8,19,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1276,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs",7,19,0.514637904468,0.181818181818(0.847457627119),AB(All)
1277,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",8,20,0.574898785425,0.307692307692(0.842105263158),AB(All)
1278,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",8,31,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1279,"Zero-crossing Rate,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",9,32,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1280,"Zero-crossing Rate,Entropy of Energy",2,2,0,0.0(0.888888888889),GP-DP(All)
1281,"Zero-crossing Rate,Entropy of Energy,Chroma Deviation",3,3,0.62249614792,0.363636363636(0.881355932203),AB(All)
1282,"Zero-crossing Rate,Entropy of Energy,Chroma Vector",3,14,0.576612903226,0.25(0.903225806452),GP-DP(All)
1283,"Zero-crossing Rate,Entropy of Energy,Chroma Vector,Chroma Deviation",4,15,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
1284,"Zero-crossing Rate,Entropy of Energy,MFCCs",3,15,0.576612903226,0.25(0.903225806452),KNN(All)
1285,"Zero-crossing Rate,Entropy of Energy,MFCCs,Chroma Deviation",4,16,0.497126436782,0.166666666667(0.827586206897),AB(All)
1286,"Zero-crossing Rate,Entropy of Energy,MFCCs,Chroma Vector",4,27,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
1287,"Zero-crossing Rate,Entropy of Energy,MFCCs,Chroma Vector,Chroma Deviation",5,28,0.681238615665,0.444444444444(0.918032786885),GP-DP(All)
1288,"Zero-crossing Rate,Entropy of Energy,Spectral Rolloff",3,3,0.514637904468,0.181818181818(0.847457627119),AB(All)
1289,"Zero-crossing Rate,Entropy of Energy,Spectral Rolloff,Chroma Deviation",4,4,0.514637904468,0.181818181818(0.847457627119),AB(All)
1290,"Zero-crossing Rate,Entropy of Energy,Spectral Rolloff,Chroma Vector",4,15,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1291,"Zero-crossing Rate,Entropy of Energy,Spectral Rolloff,Chroma Vector,Chroma Deviation",5,16,0.65,0.4(0.9),GP-DP(All)
1292,"Zero-crossing Rate,Entropy of Energy,Spectral Rolloff,MFCCs",4,16,0,0.0(0.888888888889),GP-DP(All)
1293,"Zero-crossing Rate,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Deviation",5,17,0.65,0.4(0.9),AB(All)
1294,"Zero-crossing Rate,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Vector",5,28,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1295,"Zero-crossing Rate,Entropy of Energy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.65,0.4(0.9),GP-DP(All)
1296,"Zero-crossing Rate,Entropy of Energy,Spectral Flux",3,3,0.533333333333,0.2(0.866666666667),KNN(All)
1297,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Chroma Deviation",4,4,0.533333333333,0.2(0.866666666667),AB(All)
1298,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Chroma Vector",4,15,0.480431848853,0.153846153846(0.80701754386),AB(All)
1299,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Chroma Vector,Chroma Deviation",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1300,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,MFCCs",4,16,0.574898785425,0.307692307692(0.842105263158),AB(All)
1301,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,MFCCs,Chroma Deviation",5,17,0.514637904468,0.181818181818(0.847457627119),AB(All)
1302,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,MFCCs,Chroma Vector",5,28,0,0.0(0.870967741935),GP-DP(All)
1303,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.65,0.4(0.9),AB(All)
1304,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Spectral Rolloff",4,4,0.576612903226,0.25(0.903225806452),KNN(All)
1305,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Deviation",5,5,0.514637904468,0.181818181818(0.847457627119),AB(All)
1306,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Vector",5,16,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1307,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,17,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1308,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs",5,17,0.576612903226,0.25(0.903225806452),KNN(All)
1309,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Deviation",6,18,0.497126436782,0.166666666667(0.827586206897),AB(All)
1310,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector",6,29,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1311,"Zero-crossing Rate,Entropy of Energy,Spectral Flux,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,30,0.576612903226,0.25(0.903225806452),KNN(All)
1312,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy",3,3,0,0.0(0.888888888889),GP-DP(All)
1313,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Chroma Deviation",4,4,0.576612903226,0.25(0.903225806452),KNN(All)
1314,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Chroma Vector",4,15,0.514637904468,0.181818181818(0.847457627119),AB(All)
1315,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Chroma Vector,Chroma Deviation",5,16,0.576612903226,0.25(0.903225806452),KNN(All)
1316,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,MFCCs",4,16,0.574898785425,0.307692307692(0.842105263158),AB(All)
1317,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Deviation",5,17,0.597701149425,0.333333333333(0.862068965517),AB(All)
1318,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Vector",5,28,0.576612903226,0.25(0.903225806452),AB(All)
1319,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,MFCCs,Chroma Vector,Chroma Deviation",6,29,0.576612903226,0.25(0.903225806452),AB(All)
1320,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Rolloff",4,4,0.514637904468,0.181818181818(0.847457627119),AB(All)
1321,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Deviation",5,5,0.497126436782,0.166666666667(0.827586206897),AB(All)
1322,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector",5,16,0.553571428571,0.285714285714(0.821428571429),AB(All)
1323,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Rolloff,Chroma Vector,Chroma Deviation",6,17,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1324,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs",5,17,0.497126436782,0.166666666667(0.827586206897),AB(All)
1325,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Deviation",6,18,0.62249614792,0.363636363636(0.881355932203),AB(All)
1326,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector",6,29,0,0.0(0.870967741935),GP-DP(All)
1327,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Rolloff,MFCCs,Chroma Vector,Chroma Deviation",7,30,0.553734061931,0.222222222222(0.885245901639),GP-DP(All)
1328,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Flux",4,4,0.681238615665,0.444444444444(0.918032786885),KNN(All)
1329,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Deviation",5,5,0,0.0(0.888888888889),GP-DP(All)
1330,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Vector",5,16,0.497126436782,0.166666666667(0.827586206897),AB(All)
1331,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Flux,Chroma Vector,Chroma Deviation",6,17,0.497126436782,0.166666666667(0.827586206897),AB(All)
1332,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Flux,MFCCs",5,17,0.597701149425,0.333333333333(0.862068965517),AB(All)
1333,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Deviation",6,18,0.574898785425,0.307692307692(0.842105263158),AB(All)
1334,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector",6,29,0.576612903226,0.25(0.903225806452),AB(All)
1335,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Flux,MFCCs,Chroma Vector,Chroma Deviation",7,30,0.553734061931,0.222222222222(0.885245901639),AB(All)
1336,"Zero-crossing Rate,Entropy of Energy,Spectral Entropy,Spectral Flux,Spectral Rolloff",5,5,0.533333333333,0.2(0.866666666667),AB(All)
